uuid	hubmap_id	status	group_name	data_type	dataset_type	created_datetime	published_datetime	is_protected
756a0eed9508a9b96a0276b8a7a6d7e2	HBM388.ZSNN.945	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:22.359	2022-03-01 13:28:43.532	True
394852db8fe78f70865b881d5ad40f45	HBM625.PTSS.252	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:20.779	2022-03-01 13:28:43.136	True
319579dab915552f4640ecf57ce13c21	HBM965.GWBH.574	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:19.009	2022-03-01 13:28:42.815	True
4b0a0671bad77bc469ae000a66535f31	HBM725.RHWH.487	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:17.323	2022-03-01 13:28:42.459	True
7e39dcec932155b62e332ba7d3b18d35	HBM258.BWHR.287	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:14.465	2022-03-01 13:28:42.145	True
fdf26c991b398a26be1354543e54af23	HBM788.XLZL.369	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:13.309	2022-03-01 13:28:41.822	True
42b73e4e346571372f4babe678688dfd	HBM972.VRNF.956	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:12.170	2022-03-01 13:28:41.503	True
e0148e8a78bd489d9d86c7906c184920	HBM737.WSXM.893	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:11.058	2022-03-01 13:28:41.182	True
a44a78bfbe0e702cdc172707b6061a16	HBM645.XLLN.924	Published	California Institute of Technology TMC	['sciRNAseq']	Primary	2021-07-14 00:10:09.752	2022-03-01 13:28:40.866	True
15882fef75843d5cef518853a0e8246d	HBM393.DZDZ.972	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-16 15:00:13.886	2022-02-14 12:02:45.648	False
44830922b634a9ecd4812b4f27ad4923	HBM282.BKRZ.254	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:39:08.193	2022-02-14 12:02:45.304	False
8adfc58a225049fb0884a8289d560534	HBM844.KXXX.692	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:48:41.965	2022-02-14 12:02:44.938	False
2ee93cd3a39b317d58d3f308281a943e	HBM427.KFXP.323	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:37:58.214	2022-02-14 12:02:44.582	False
5c57b3574a103e4990c8ed54cd82c6e6	HBM258.HQCL.349	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:46:46.781	2022-02-14 12:02:44.235	False
bca0d1d7fcb2bdcde16a31d1484e83e5	HBM476.VHDB.268	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:37:32.129	2022-02-14 12:02:43.739	False
b0c09583b2a1b3c82eddce71706dba4b	HBM688.FLJB.475	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 22:35:06.306	2022-02-14 12:02:43.389	False
28d7789ef980031fb7278646fe43ffe1	HBM958.GZCX.985	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:46:10.752	2022-02-14 12:02:43.020	False
feea9accbe57b7a052563895ac543d91	HBM634.QQWF.789	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:47:20.334	2022-02-14 12:02:42.686	False
5137facf6f24b87d325b886ec8e5fb1f	HBM243.MTZV.726	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-19 23:36:46.441	2022-02-14 12:02:42.344	False
10b22d398b548c141167d4d9c4cbd79e	HBM996.XSNK.694	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:15:22.231	2022-02-14 12:02:42.013	False
17fb6d5db17936acc8fb613ce98ab808	HBM537.GVTL.683	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:16:55.973	2022-02-14 12:02:41.656	False
4734034ae3026f586bab5269085ba0e6	HBM525.LRPL.332	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:13:43.233	2022-02-14 12:02:41.245	False
f4b3c0e24e09e1e8c16f2e4e190a8cbb	HBM252.JLSW.848	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:15:56.214	2022-02-14 12:02:40.765	False
bba1f664447f3bf1bccb0b6ebf2f61ad	HBM246.KBZS.276	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:11:13.013	2022-02-14 12:02:40.447	False
0cecd7cf1da6f81d3654c1712a5d61a2	HBM979.KNQM.454	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:10:21.061	2022-02-14 12:02:40.130	False
67c6b239cf0986423273c874dd8c5e66	HBM834.THPC.928	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:05:17.440	2022-02-14 12:02:39.815	False
2a590db3d7ab1e1512816b165d95cdcf	HBM552.PBBF.363	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:14:42.479	2022-02-14 12:02:39.489	False
781a16848177ef6567d4963a0eb9fb0a	HBM684.TLPQ.738	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 12:11:47.143	2022-02-14 12:02:39.161	False
e3d2be85088ae5073758e6609167407a	HBM332.KQWB.454	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:07:16.022	2022-02-14 12:02:38.825	False
d655e506e3e07f345c65c3cc90d045e2	HBM242.HNLH.466	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:07:53.377	2022-02-14 12:02:38.489	False
69e35548d14ef026c46ddbab31f761da	HBM347.MRTV.333	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:06:39.136	2022-02-14 12:02:38.146	False
069a6930776ca28f8e10c3781aa13b56	HBM495.ZFDT.229	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:10:18.737	2022-02-14 12:02:37.798	False
4348d5cf6485b949381a1c3358ab3f23	HBM664.LQSH.693	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:08:43.839	2022-02-14 12:02:37.474	False
5a6470730104461ebb4358a11f70bd56	HBM873.NSHG.559	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:09:35.186	2022-02-14 12:02:37.106	False
aa97a7c3e11e210bfa1629ee467bdcf6	HBM876.HTRX.668	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:11:23.372	2022-02-14 12:02:36.743	False
b5ff6c347488c45deafeb6316dc7925b	HBM942.NXWW.245	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-20 19:08:19.256	2022-02-14 12:02:36.345	False
911380980cd33eac5add7f72d86de146	HBM447.KCHB.778	Published	Broad Institute RTI	['salmon_rnaseq_slideseq']	Derived	2021-12-21 12:17:19.609	2022-02-14 12:02:35.971	False
f093975797fd902c6130475430184c07	HBM657.GRSC.648	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:54.227	2022-02-13 13:14:08.081	True
1fb5bcc68099ff64c34809153de0c5cc	HBM257.JTGD.599	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 15:58:27.089	2022-02-13 13:14:07.665	True
c22282c08225776b919c96fae7665557	HBM757.KRNC.835	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:46.572	2022-02-13 13:14:07.200	True
8039d84a87da24a6917aae5623daff19	HBM796.SJZV.659	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:31.159	2022-02-13 13:14:06.843	True
1238ca1a8f793d10a43a65b28cc98e0d	HBM575.QJHH.278	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:29.862	2022-02-13 13:14:06.352	True
725f400ab765dce867505cfa435c95a2	HBM766.VWQC.559	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:26.556	2022-02-13 13:14:05.928	True
6ebadb8046f48ee4660d580f53e8106a	HBM453.KSGX.286	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:52.808	2022-02-13 13:14:05.535	True
2919211030df5bb30ea3ed543044584c	HBM794.ZGPR.493	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:50.999	2022-02-13 13:14:05.070	True
d25c82a75e24ea430ac185abd36d03b3	HBM865.SSVD.435	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-06 09:10:20.100	2022-02-13 13:01:06.784	True
cf8ca5b0efe2007d65a39638c4e8b4d4	HBM897.WKBR.988	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-06 09:10:18.858	2022-02-13 13:01:06.447	True
6936bb8d0a1a1f07c4def2dbd1f1279f	HBM733.BRBK.383	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-06 09:10:17.738	2022-02-13 13:01:06.027	True
3b3c773e7b5761c51fc57f75516a62e5	HBM468.XHTW.756	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-06 09:10:16.450	2022-02-13 13:01:05.574	True
8114e44eb6db2811bd22b87393831c5f	HBM975.VLMG.337	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-05 15:48:35.524	2022-02-13 13:01:05.219	True
653442dbfa883918f5bf1dae5ae04dc6	HBM755.HXNT.735	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-05 15:48:34.316	2022-02-13 13:01:04.887	True
522946aff94472407987b9ffb9d1b971	HBM837.HPZG.997	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-05 15:48:33.211	2022-02-13 13:01:04.561	True
3c3daa288cf42d1b9c93b908c4d4ee14	HBM852.XVLR.482	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-05 15:48:31.744	2022-02-13 13:01:04.218	True
ed6be8e1ad92dc89d836a78645b5934f	HBM495.QGMR.465	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:36.591	2022-02-13 13:01:03.888	True
10eca4e52be66cb6c2ab00ee9b21980d	HBM385.TCRP.465	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:35.420	2022-02-13 13:01:03.527	True
c45f6e23e4f2cce77de089a046e7d7ef	HBM688.FBNP.587	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:34.258	2022-02-13 13:01:03.158	True
6ef99f51b408b3e8431d5809a98f160c	HBM747.QMQS.862	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:32.793	2022-02-13 13:01:02.786	True
f5f03af69bca880e11107713f75d05ea	HBM572.BZFP.842	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:31.665	2022-02-13 13:01:02.361	True
4e2630975b1fc1ab04b7fbea6cf4c461	HBM874.HRDG.774	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 12:40:30.655	2022-02-13 13:01:01.929	True
c5d41ef8e0233c3eef02296cff84d6de	HBM675.DXNV.368	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:12.101	2022-02-13 13:01:01.540	True
c1a4f36c30ac3b3e8ac4010a8b5b427b	HBM335.SZXZ.785	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:10.705	2022-02-13 13:01:01.108	True
5d12053959438773b92035c222c3e033	HBM883.FXVB.356	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:09.609	2022-02-13 13:01:00.715	True
40d4bd83ffc4c9c9f27bfe31db5a46af	HBM892.QSFS.952	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:08.574	2022-02-13 13:01:00.365	True
cfdc5faaa8df7fcbdd809989edd6ebd5	HBM323.JMQW.566	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:07.679	2022-02-13 13:01:00.033	True
d30dbf14acc068fe615cb3d24ef7a495	HBM248.MTFQ.532	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-08-04 11:00:06.021	2022-02-13 13:00:59.687	True
a7612d7bb369391b04eeca67f46df883	HBM724.WBBC.362	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-08-03 09:49:08.467	2022-02-13 13:00:59.350	True
56ebc2ebc5446a039cb0a86ace68bd32	HBM927.HHFD.265	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-08-03 09:49:07.376	2022-02-13 13:00:58.965	True
676d7aa78c6ff2b18aca7c7d020d0928	HBM672.TRVG.967	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-08-03 09:49:06.281	2022-02-13 13:00:58.578	True
f716e995918d7780d46ad4df44d41678	HBM426.CDKT.979	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-08-03 09:49:04.982	2022-02-13 13:00:58.238	True
e4cb7061eafcb4605b138b56dd8b10c0	HBM368.FDDS.927	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:22.710	2022-02-13 13:00:57.847	True
7b85597b6a56b4119792423b23f2a40d	HBM882.KDTH.685	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:21.186	2022-02-13 13:00:57.436	True
1b015d3b973ac6510bbb40f4112f0486	HBM975.WHWM.552	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:19.612	2022-02-13 13:00:57.042	True
d97b9b0aa1c0c6929d0db414e1d67825	HBM587.JPLF.798	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:18.308	2022-02-13 13:00:56.692	True
26dc619ecea3f40441064f18e1a8b879	HBM379.ZGKM.223	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:16.800	2022-02-13 13:00:56.358	True
e30d1d413f45c48edbfdf0ecf9d58dcc	HBM245.VSKK.846	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:15.674	2022-02-13 13:00:56.015	True
026ab5fb8cf7681220b423d453a583aa	HBM393.NWNB.684	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:14.717	2022-02-13 13:00:55.679	True
9f08125dfdae4906881b62479471d65a	HBM775.RVQX.376	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 22:23:13.747	2022-02-13 13:00:55.280	True
a2bf1303a535bba11900932213b0f987	HBM935.CNXT.255	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:56.561	2022-02-13 13:00:54.908	True
a8959b401a2a5fd70a85651404068b73	HBM872.JGDD.956	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:55.080	2022-02-13 13:00:54.561	True
1ebb8c979c90d0c214f3ebc7aaaa2207	HBM266.ZBKL.396	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:53.791	2022-02-13 13:00:54.171	True
d90737b6f1563e164f8a30b4315205a0	HBM466.RBPX.375	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:52.611	2022-02-13 13:00:53.757	True
6acf389e79b08bdd4c7f94019348868e	HBM428.GPCD.698	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:51.463	2022-02-13 13:00:53.331	True
dd7adfb071228435eb2bb1699148a1de	HBM446.FXTJ.757	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 18:01:50.219	2022-02-13 13:00:52.879	True
ca5b7bf05646e56f1245c9ab98e05892	HBM967.ZTCR.629	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:49.671	2022-02-13 13:00:52.534	True
e9ea23ec5a0dbf788fc66ecea4441550	HBM725.NLKP.539	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 15:58:24.032	2022-02-13 13:00:51.910	True
ab3df69d522e29ca793bae7495e1b301	HBM359.CQKZ.649	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 15:58:24.922	2022-02-13 13:00:51.492	True
d2f1ba23eddf1484f4a794444a6536ee	HBM572.QTTV.726	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:35.416	2022-02-13 13:00:51.114	True
01160f557b3544a163184137530ededf	HBM553.MNTQ.265	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:34.237	2022-02-13 13:00:50.769	True
7e452891b83ca984a2f210312d90495d	HBM979.DJZW.835	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:32.988	2022-02-13 13:00:50.368	True
4ea28b66fb08185a484df0fa0b9543dc	HBM388.JGKV.766	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:31.890	2022-02-13 13:00:49.933	True
eea962dabda0cec78f8f909494e0e775	HBM435.WLKV.658	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:30.586	2022-02-13 13:00:49.575	True
e8efba8d06360eeba199f195da80f01d	HBM867.XBWD.535	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-30 19:28:29.413	2022-02-13 13:00:49.243	True
e0d7eaffb0da948ed150d1cfc94db74b	HBM368.QPXJ.543	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-07-01 15:58:25.934	2022-02-13 13:00:48.909	True
cba4c3ad94b5590e204c770f1e2e9eb6	HBM346.JMJX.867	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:48.479	2022-02-13 13:00:48.573	True
78561061443e3f9cae9acbcde772fa43	HBM888.GBKC.648	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-06-30 18:05:47.474	2022-02-13 13:00:48.236	True
1636bc3f5388bb309733f7b7423ed9f6	HBM265.SDLV.487	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:28.702	2022-02-13 13:00:47.487	True
f90b5f84189588fdcde86381df1e205f	HBM463.DVBJ.799	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:27.664	2022-02-13 13:00:47.109	True
15b1eebc7acb6ec29c6375fd5ac9eadf	HBM684.RGXT.458	Published	University of California San Diego TMC	['SNAREseq']	Primary	2021-07-29 18:34:25.637	2022-02-13 13:00:46.519	True
d1e9f509063984326570cf603c5654f2	HBM545.NTKZ.536	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2022-02-07 15:50:30.616	2022-02-13 12:41:26.746	False
737617c116e94ded77b9de7611c469e9	HBM396.QSCB.763	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:50.753	2022-02-13 12:41:26.388	True
f21984fb4a908c1adfa921fbcaca8788	HBM584.ZTDX.845	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:49.723	2022-02-13 12:41:26.069	True
33874bc3c95b6b41cbc387d2826d88eb	HBM683.DSMM.562	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:53.278	2022-02-13 12:41:25.736	True
bf8faee3a82026ccf2a65965fd158a1f	HBM384.BWTV.862	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:48.731	2022-02-13 12:41:25.394	True
5db7806bf62bf80bdd9a17199d6d2b08	HBM442.HSFZ.838	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:47.836	2022-02-13 12:41:25.032	True
d990c4d6e981affd9ea3411f436ff09c	HBM788.XWPV.347	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:54.573	2022-02-13 12:41:24.650	True
142dde4b515934bdd9384c2aea081ebb	HBM276.BCVG.232	Published	University of California San Diego TMC	['SNARE-RNAseq2']	Primary	2021-06-30 23:08:51.872	2022-02-13 12:41:24.169	True
166ea9ac6dbfa53966c60176b92d35ca	HBM243.QRKL.558	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:01.018	2022-02-03 11:36:20.975	True
ae48077b3dad3d05960a7b9c0fd839e8	HBM522.WKQN.772	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:15.202	2022-02-03 11:36:20.625	True
5c9b7babf1f5e461efa9499115c310a9	HBM725.ZXDG.482	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:06.449	2022-02-03 11:36:20.269	True
e7a783ee9f03856a9d214625e66bf06d	HBM368.BMZL.342	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:11.483	2022-02-03 11:36:19.917	True
82150e010787314cb260d19a271c6a1a	HBM669.FBKC.238	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:08.854	2022-02-03 11:36:19.562	True
c3fa09a6a84e40730bb3948ea733b3e9	HBM393.DSCC.392	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:05:59.580	2022-02-03 11:36:19.203	True
a26599854b9cd9b89366513db25c0b7c	HBM398.JXVV.636	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:02.567	2022-02-03 11:36:18.869	True
e98c4c802f823ffa1b49b6f8698320ef	HBM438.NJKG.575	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:05:58.135	2022-02-03 11:36:18.507	True
d6a5239b41706a869f07d9e9cdd6ffa4	HBM596.PZBR.726	Published	Stanford TMC	['WGS']	Primary	2022-01-13 14:06:04.301	2022-02-03 11:36:18.158	True
053e22db35108fe558d1ad47ba479c3d	HBM668.QFDW.774	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-08 01:45:00.883	2022-01-27 16:49:28.246	False
4e0db07bfcc7b36e195a67cbdc48ed9e	HBM235.BMKX.955	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-04 14:08:03.673	2022-01-27 16:49:27.904	False
16784f68e919aeebfb0addaaa4f0cecb	HBM488.MJXX.468	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-24 11:25:03.293	2022-01-27 16:49:27.535	False
ae1cf3212a4e98bfa807db7c9e4c20de	HBM765.WZQX.695	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-18 10:19:33.305	2022-01-27 16:49:27.189	False
4a5b7a2911ee622b7e48e4f65db42347	HBM275.QMQP.839	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-18 09:09:06.735	2022-01-27 16:49:26.844	False
02809d1028ddf24a3d96cddd28ada2c7	HBM753.BHLC.257	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-18 09:08:02.798	2022-01-27 16:49:26.489	False
eb961e5dc50239d35f5398903c64e2b9	HBM234.VNGB.747	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-16 11:13:45.984	2022-01-27 16:49:26.149	False
547db1cd3e0a7acb013890b9cad9c7dd	HBM587.MKXB.568	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-10 08:49:42.636	2022-01-27 16:49:25.793	False
824d1841a5cea4216c05dc54db3971ee	HBM746.GWHZ.954	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-08-04 10:35:09.821	2022-01-27 16:49:25.449	False
a95f2c79bb637141f7e6874eddc8e274	HBM436.XFFT.833	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-04 09:11:23.646	2022-01-27 16:49:25.114	False
33c0ce043ae331ea23fc80023428e534	HBM475.CVXD.875	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 21:11:13.384	2022-01-27 16:49:24.769	False
293d9f9a1a076c616ed91d7251ec831c	HBM395.WSDD.355	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 21:06:54.408	2022-01-27 16:49:24.427	False
a69367866979f878635b2b665a6a7e0c	HBM974.RQNL.845	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 21:02:24.441	2022-01-27 16:49:24.100	False
9457860c1b69f7ec3e51a6b648eabf13	HBM993.ZNNJ.876	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:55:50.763	2022-01-27 16:49:23.745	False
ee6e44b3e6cb77ef1806e722390a01a8	HBM364.ZLDR.283	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:52:21.821	2022-01-27 16:49:23.406	False
704d16116f29994ab0e714f4afdb5516	HBM479.GMDK.586	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:47:36.380	2022-01-27 16:49:23.079	False
85fa094cbdb29173e0a3463dce0790fc	HBM267.GLTT.762	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:39:37.934	2022-01-27 16:49:22.756	False
8c5e705001d5cc1c40dbd963ad848486	HBM745.HTBD.332	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:38:01.446	2022-01-27 16:49:22.409	False
d8ec264c4660ef7053764f71ae1789d0	HBM449.JXLG.799	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-07-02 17:11:20.079	2022-01-27 16:49:22.061	False
ac1d4544ab4886b851f74b2c21952378	HBM339.FPMK.994	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-03 10:26:19.636	2022-01-27 16:49:21.723	False
aa93e53df10842c13348a334c8fe423f	HBM236.KSJH.889	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-03 14:17:24.996	2022-01-27 16:49:21.381	False
84db9a72aba9ae0ef740192ad8747ee3	HBM634.GHKQ.553	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-03 09:12:06.894	2022-01-27 16:49:21.045	False
d171ff8d83f707ecca64ff159c7160a7	HBM739.ZDLB.526	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-03 11:22:34.759	2022-01-27 16:49:20.714	False
ef5c58d023711cf9ae73b73e616543e0	HBM642.MVHV.385	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-02 19:13:38.016	2022-01-27 16:49:20.385	False
67c33d9b27707bd87419025bf7fec43c	HBM398.JNMS.689	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-02 19:13:37.887	2022-01-27 16:49:20.021	False
f7a8e78dea9cf70735059e8b4a179701	HBM475.FWNZ.942	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2021-08-02 11:36:17.681	2022-01-27 16:49:19.680	False
b6adb50fe8ab0d3d596a04b233d5c702	HBM292.XZZJ.243	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-13 22:03:18.026	2022-01-27 16:49:19.207	False
d2a5974f9fbc2d489970b199ee007578	HBM773.ZCKT.665	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-13 22:02:02.013	2022-01-27 16:49:18.861	False
02ce2a860dcced0ccc13dd39cd8406c2	HBM428.SRNB.497	Published	University of California San Diego TMC	['sc_atac_seq_snare']	Derived	2021-09-13 22:00:25.797	2022-01-27 16:49:18.504	False
